Job Title,Company,Location,Posted Date,Job URL,Description,Good
"Director, ANAPLAN Solutions Architect",Lincoln Financial,"Radnor, PA (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4279997520/?eBP=NON_CHARGEABLE_CHANNEL&refId=cQytI2C2m5t8vUaL2nLqVA%3D%3D&trackingId=FhcE5USXkatNpa%2FwuCA%2FQQ%3D%3D&trk=flagship3_search_srp_jobs,,0
Director of Investment Operations,Natixis,"San Francisco, CA (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4281668711/?eBP=NON_CHARGEABLE_CHANNEL&refId=0MycjmPrwdz6N0rpmXIE4g%3D%3D&trackingId=%2Fv%2BONfNKt8v0%2FPAn%2BFlKZg%3D%3D&trk=flagship3_search_srp_jobs,"About the job
The Director of Investment Operations will ensure the operational success of the Active Index Advisors (AIA), Natixis’ Direct Indexing business, along with the multi-discipline and affiliate product lines. This includes pursuing greater efficiency across all aspects of the business, establishing and reliably adhering to high service levels and operational standards, embedding risk controls that improve implementation consistency and results, achieving high levels of client satisfaction and optimizing all related resources (namely people and technology). The Director of Investment Operations will partner with senior leadership and the Direct Indexing investment team to align strategic goals and operational priorities/objectives. This is a hybrid position located in San Francisco, CA.











At Natixis Investment Managers, we partner with clients to understand their unique investment objectives. We offer them a single point of access to a wide range of investment strategies that are diversified by asset class, investment style and approach. We complement this by designing, developing, and executing multi-asset solutions to meet their specific portfolio requirements and achieve their desired outcomes.

We offer a robust benefits package designed to integrate life and work and to support our employees and their families. Benefits include, but are not limited to; comprehensive medical, dental and vision insurance, paid time off, 401k plan, tuition reimbursement, student loan repayment program, commuter and wellness benefits and volunteer programs*.



In accordance with the California salary transparency law, the expected annual base salary for this San Francisco, CA, United States-based position is $190,000.00 - $230,000.00. Actual annual base salaries may vary based on factors including but not limited to education, training, experience, and other job-related factors. However, base pay if hired will be determined on an individualized basis and is only part of the total compensation package, which, depending on the position, may also include discretionary bonuses and other Natixis sponsored benefit programs.

Natixis Investment Managers is an equal opportunity employer and does not discriminate in recruiting, hiring, training, promotion or other terms, conditions and privileges of employment on the basis of race, color, age, national origin, ancestry, religion, sex (including pregnancy), sexual orientation, gender identity, genetic information, military or veteran status, physical or mental disability, or any other status protected by law.",1
"Vice President, Counsel - US Regulatory & Banking",Natixis,"Boston, MA (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4266781187/?eBP=NON_CHARGEABLE_CHANNEL&refId=0MycjmPrwdz6N0rpmXIE4g%3D%3D&trackingId=GCuVHA%2FjE8z2xfS4lFt%2B8g%3D%3D&trk=flagship3_search_srp_jobs,"About the job
As Vice President, Counsel - US Regulatory & Banking, you will be responsible for assisting with regulatory, corporate, contractual and other legal matters related to the overall business globally. This position requires a motivated professional, who has strong corporate and financial services regulatory legal experience, preferably in the banking and investment management industry. The successful candidate would ideally have experience at an investment adviser, bank owner of an asset manager or a law firm. Due to the multifaceted and changing nature of the demands on the holding company legal team, this position requires an adaptable, motivated individual who is eager to tackle new issues and tasks. This is a hybrid position located in our Boston (Back Bay) office.











We put the best interests of our clients, employees, communities, and environment first in everything we do. We’re dedicated to fostering a culture of collaboration, diversity, and inclusion that supports employee growth. We believe this creates equal opportunities for our employees — and better outcomes for our clients and communities. We offer a robust benefits package designed to integrate life and work and to support our employees. Benefits include, but are not limited to; comprehensive medical, dental and vision insurance, paid time off, 401k plan, tuition reimbursement, student loan repayment program, wellness benefits and volunteer programs*.

For insight on working at Natixis, visit: https://www.im.natixis.com/us/working-at-natixis



In accordance with the Massachusetts Wage transparency act, the expected annual base salary for this Boston, MA, based position is $225,000.00 - $300,000.00. Actual annual base salaries may vary based on factors including but not limited to education, training, experience, and other job-related factors. However, base pay if hired will be determined on an individualized basis and is only part of the total compensation package, which, depending on the position, may also include discretionary bonuses and other Natixis sponsored benefit programs.

Natixis Investment Managers is an equal opportunity employer and does not discriminate in recruiting, hiring, training, promotion or other terms, conditions and privileges of employment on the basis of race, color, age, national origin, ancestry, religion, sex (including pregnancy), sexual orientation, gender identity, genetic information, military or veteran status, physical or mental disability, or any other status protected by law.



Natixis Investment Managers does not charge fees to participate in the interview process or for employment equipment and does not send employment offers through social media channels. We take security and privacy seriously. If you have been contacted by someone claiming to represent Natixis Investment Managers and are unsure about the legitimacy of the communication, please verify the contact details with Natixis Investment Managers directly.",0
Credit Risk Officer - Credit Markets / Securitization Director,Natixis,"New York, NY (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4308026103/?eBP=NON_CHARGEABLE_CHANNEL&refId=0MycjmPrwdz6N0rpmXIE4g%3D%3D&trackingId=eyLMeNLdhpSqRtPv12EV0g%3D%3D&trk=flagship3_search_srp_jobs,"About the job
The primary responsibility of the director-level Credit Officer is to review and assess various proposals from the Global Structured Credit and Solutions (GSCS) group from a credit risk perspective. These proposals may include CLO warehouse/lending facilities, capital call facilities, and ABS warehouse/lending facilities. He/she/they will be an integral part of the Natixis Credit Risk Financial Institutions Group (FIG), playing a vital role in enhancing our credit risk framework and ensuring robust decision-making processes.",0
Information Technology Risk 1LoD lead - Director,Natixis,"New York, United States (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4308050010/?eBP=NON_CHARGEABLE_CHANNEL&refId=0MycjmPrwdz6N0rpmXIE4g%3D%3D&trackingId=5Mv%2B49KdqhJDfNBRyNA5vQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Bachelor’s degree in a related field 10+ years of IT experience specializing in risk management and software asset management, with a history of progressive leadership Extensive knowledge of IT risk frameworks (NIST, ISO 27001, FFIEC) and software licensing for compliance and asset management Relevant certifications (e.g., CRISC, CDPSE, CSAM) preferred Experience in regulated environments, adhering to compliance frameworks for banking regulators (FFIEC, Federal Reserve) Expertise in Risk Management and Regulatory Compliance Familiarity with internal and external audits and remediation processes Skills in process improvement and organizational change Proficient in expense review and resource optimization Knowledge of Cloud technologies, particularly SaaS Experience in program and project management for timely delivery Understanding of vendor management, third-party governance, and architecture governance aligned with business strategy",0
Insurance Agency Owner/Protege,Farmers Insurance - District 18,"Brea, CA (On-site)",N/A,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=4300776935&eBP=CwEAAAGaN5u2eKnbrGCYiX-BNTGxC6grSz18GGPFcrorgxZbZtu3jGHQSPDE8qk_8cTEt7vBL9Z7VzQBCW3caDKWczcRzxqUUBPahl_3z3oERsPMgnZDGLaFp1IS0d4RYiDYBUJX90Z9DC-SEIReIfjDIzhJjnNqay2vtFctmIS3szReEpYGTTADb6PV6_y8Erpvr-kUZ_fWLb79HY3q9DUU1sWfG3fJnsvz7WniH5Kl07Bcgcsk2rXYSFiRdm8VR_Ga4gGFBhtLSL5XRjm7er-bU-_8pMfyTdPnfro5U4-alNRjcizIKVN8QrW3WEN85-j3-3HVXg43EvMr-c_vVEKeZRmmBdCbI3UT6GukUIoH6cwYMxnacnx6zU5wLS_Jn5eisJPUr1RR2wM8fxm5WFCEHnAlIWOD4JKwd4aaNQTb2onkctoU7CV8XKn_oYliNqj3RIHzlMPDZa4Ettvf9vb-YCa6lrywUL4zVUeC&refId=Um7rtMygP4QtucitEF6AXg%3D%3D&trackingId=D2KXjXvU7pkmUROzu%2FqL9Q%3D%3D,"About the job
Company Description
Farmers Insurance is a respected and recognized brand in the insurance industry, known for its commitment to service, strength, and integrity since 1928. At District 18, we help agents thrive in today’s fast-paced market. Based in San Dimas, District 18 supports over 50 insurance agents across Los Angeles, Orange County, and the Inland Empire. We specializing in Launching the next generation of business owners for one of the best Brands in the industry.

Role Description: Agency Owner
As an agency owner you will develop a customer base using the latest marketing trends and developing your personal brand in your community to ensure you grow your revenue. You will lead a team of sales and service people and manage a budget of up to 1M a year to ensure growth. This role is very lucrative for the right individual.

Role Description: Protege
The Farmers Insurance Protégé Program is a comprehensive training and development opportunity designed to prepare motivated individuals to become successful Farmers Insurance Agency Owners. This program provides hands-on experience in all aspects of running an insurance agency while receiving mentorship from an established agent.


Qualifications
Possess skills in Insurance Sales, Insurance, and Insurance Brokerage
Experience in Finance-related tasks
Strong Ethics and Compliance management
Strong Customer Service skills
Excellent communication and interpersonal skills
Ability to work independently and as a leader of a team
Relevant experience in the insurance industry is a plus
Bachelor's degree in Business, Finance, or a related field is preferred but not required",0
Agency Owner - Farmers Insurance Agent,The Award Winning Farmers Insurance District South Bay,N/A,N/A,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=4311803029&eBP=CwEAAAGaN5u2eM9lHhXyIIJ9VOezgK30soaP2uJpljkd3fX-lokKD0fBLFLezLRCA-5eb31t6j4zJiqvwr6kYgy4L87cF-0TbXpxqb3xxVySsriImtdqf1TrfgWjp5NYt_FhfIaA1NzdrkIsRlrp1zkFkvdQAHYx1h1mr8TRogEQtlgwXpJUWywwJeGYZ_jGZH0DA4F-VQJbqI-iLs7yO84eAmB9stW3QQ6C4JwlNDyny7oif3wabq1SbbxtZnAzOjjlg-t-FI8u30kHT5Wwtv7C4conxmt1tzbTKSsdU4fnlr7FJY8oUMMp3MgToGT29CXU8KI1WXxVIDobp93IMZl6-TmXzBYWz4_hrVrSoDuURkTWbd_Vni7aWYcFiRzDq4hxyCkqd_x7E36HMQH_ihEIJZKMzFQsOIiGS-gHiS49AVtxqIzlHhxaXDHBXfEVOKVISKK8EL-9EZC6-H4hHx4e9sfrVSqHGHR3BVGrEnem2ZMpNb0&refId=Um7rtMygP4QtucitEF6AXg%3D%3D&trackingId=YDokBqjluLoLm3WTL1%2BIqQ%3D%3D,"About the job
Attention all agents and brokers! Are you ready to take control of your career and future? 

The Farmers Insurance agency opportunity is recognized as one of the top business ventures in America. If you're located in Southern California, and have the drive to build your own insurance agency, we want to connect with you.

We are looking for individuals who:
Are motivated to own and operate their own business
Thrive on unlimited commission and performance-based bonuses
Are willing to obtain or currently hold Property, Casualty, Life, and Health licenses
Have a proven track record in sales or business development
Possess strong leadership skills to build and manage a high-performing team
Understand the importance of investing in marketing, customer service, and business operations

Earning Potential: Agents in the Farmers District South Bay typically earn between $75,000 and $200,000 in their first year, with combined commissions and bonuses, depending on individual performance and business development. Top performers may exceed this range.

Note: Compensation is performance-based and varies. This position is commission-only with bonus opportunities.

As a Farmers agent, you'll partner with one of the most trusted names in the insurance industry, join an industry-leading flexible brokerage platform, while enjoying the flexibility and freedom of independent business ownership.

Why Farmers?
National brand recognition with over 100 years of industry experience
Access to exclusive Farmers products and the Choice platform for competitive third-party options
A top-tier bonus and commission structure through our retail bonus program
Comprehensive training, onboarding, and support from District South Bay - the #1 district in California
The ability to own your book of business, which you can sell at retirement or utilize the family rights clause

Whether your an experienced insurance professional or new to the industry, we provide the tools and support you need to succeed.

The insurance industry is stable, essential, and growing.

Now is the time to start building your legacy with Farmers.

Important Notes: 
Farmers agents are independent contractors. This is true business ownership. 
Compensation is 100% commission-based. There is no base salary.
For actual compensation details, refer to the applicable Farmers Agent Agreement and payment schedules.
This is not an employment application. Clicking ""Apply"" will connect you to Farmers Insurance - District South Bay for more information about the agency opportunity.

Farmers is proud to be an Equal Opportunity Employer.",0
"Tax Senior - Global Employer Services, Japanese Services Group",Deloitte,"Inglewood, CA (Hybrid)",N/A,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=4331394875&eBP=CwEAAAGaN5u2eF2uqW-sb8MOPM5eIecjPx4VYXqbVV6Kfo4nHeWRfAVMNo_MnWE17-Xw1G9FmB8qQviNcmkYkr0hANMis3rmMhfn2KIFGKsfBCg5fMY_H58jGtF3wTAokyBc6qzosyW0u_1wDrAzcFKaJvsxNV-gteNmR0WeURfzVGiGLOviZ1hocoyVhLunyaFOIQigTs7eQUdyLCJAV_jMc92Mig1wGBGcyYpzhrMFYt_22Ndoa-PHAIa5G9QzPNNZZhsoKt5e5ucQmVeh6CiBnS_Xz0kuN1Bb4wZo3-fDZNXxSZb1VLcdJnEnb-yLVw8WmSCQxCCD4ieexCm0SdV2HkyNHJxyiX4-6tAbBGls6lRY1-zfsSYYBkIR0A31EaVpT4W0Z4jLdxwiQHJqKGuTn2-K0_3zEUIdARjIZ8DlkTsUpuwVv98d3pI0bAwCbb3zAdqLuRcmD3TOcpZVl8wxQZ1M7LgynwH-A2jah81g_knElMY&refId=Um7rtMygP4QtucitEF6AXg%3D%3D&trackingId=5HOFU3omPkBhwyS46sg0ZA%3D%3D,"About the job
Are you a leader and strategic thinker who is able to integrate strategic business knowledge with market-leading experience to design talent, mobility, and rewards programs? Do you have an in-depth technical knowledge of the regulatory landscape and business environments in which global clients operate around the world? If you said ""Yes!"" and this is your passion, we have the perfect career for you!

Recruiting for this role ends on June 1st, 2026

Work you'll do

Correspondence in Japanese (written and verbal) with individual taxpayers to collect data required to complete their US individual income tax return
Correspondence in Japanese (written and verbal) with individual taxpayers to field questions regarding access to and completion of the US tax organizer
Correspondence in Japanese (written and verbal) with individual taxpayers to outline tax return delivery process, including consultation on accessing Deloitte's secure portal
Translation of documents provided from Japanese to English for use in the US tax compliance process
Translation of the updated About Me tax ""organizer"" from English to Japanese for broad roll-out to the JSG client users
Correspondence with US and US India team members in English (written and verbal) to coordinate the missing tax data collection process and tax return delivery process

The Team

At Deloitte Tax LLP, our Global Employer Services mobility tax professionals assist our international clients in managing employer and individual income tax obligations for their mobile employees working abroad and inbound which includes but not limited to reviewing and signing income tax returns and reviewing cost projections. In addition to managing compliance, the practice consults clients to develop international assignment programs and policies and to minimize tax obligations through the use of effective tax planning. Learn more about Deloitte Tax Global Employer Services.

Qualifications

Required

Ability to perform job responsibilities within in a hybrid work model that requires US Tax professionals to co-locate in person 2-3 days per week
 Limited immigration sponsorship may be available 
Fluent in both English and Japanese (i.e. fully bilingual)
3+ years of experience in global mobility compliance or personal income tax and compliance
Minimum of a Bachelor's degree
Ability to travel 10%, on average, based on the work you do and the clients and industries/sectors you serve
One of the following active accreditations obtained, in process, or willing and able to obtain:
Licensed CPA in state of practice/primary office if eligible to sit for the CPA
If not CPA eligible, one of the other designations listed below based on role requirements and business approval:
Licensed Attorney
Enrolled Agent
Global Professional in Human Resources (GPHR)
Certified Equity Professional (CEP)
Certified Employee Benefits Specialist (CEBS)
Certified Pension Consultant (CPC)
Certified Payroll Professional (CPP)
Project Management Professional (PMP)
Workday Certification 
Preferred

Master's degree or equivalent in a related field
Global experience (foreign language skills, lived/studied abroad, strong cultural awareness)
Experience in Managing people, Client Interaction and Sales
Office/Technical skills including Excel, Microsoft PowerPoint, QlikView, and Tableau
Strong analytical, consultative, quantitative, and project management skills
Strong communication (verbal & written) and presentation skills
Attention to detail with a focus on quality; and deadline and results-driven
Capable of working within large, complex engagements and able to work efficiently and with a sense of urgency
Leadership skills in managing client relationships and the ability to develop customized solutions to meet client needs with the ability to prioritize tasks, work on multiple assignments, and manage assignments in a team environment

The wage range for this role takes into account the wide range of factors that are considered in making compensation decisions including but not limited to skill sets; experience and training; licensure and certifications; and other business and organizational needs. The disclosed range estimate has not been adjusted for the applicable geographic differential associated with the location at which the position may be filled. At Deloitte, it is not typical for an individual to be hired at or near the top of the range for their role and compensation decisions are dependent on the facts and circumstances of each case. A reasonable estimate of the current range is $69,930 to $159,120.

You may also be eligible to participate in a discretionary annual incentive program, subject to the rules governing the program, whereby an award, if any, depends on various factors, including, without limitation, individual and organizational performance.

Information for applicants with a need for accommodation: https://www2.deloitte.com/us/en/pages/careers/articles/join-deloitte-assistance-for-disabled-applicants.html",0
"Director, Analytics",AssetMark,"Phoenix, AZ (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4314407447/?trk=flagship3_search_srp_jobs,"About the job
Job Description:

AssetMark is a leading wealth management platform dedicated to empowering independent financial advisors. AssetMark's mission is to enable financial advisors to make a profound difference in the lives of their clients. Over 10,000 advisors partner with AssetMark for our investment offerings, innovative technology, advanced services, and expertise, which they use to delight their clients and grow their businesses. We are an integrated team of technologists, investment professionals, operations experts working to help our clients stay at the pioneering front of wealth management.



The Director, Analytics leads the advancement, implementation, and optimization of business intelligence and analytics across AssetMark. This role manages the design, delivery, and continuous improvement of analytical solutions, self-service platforms, and enterprise reporting frameworks. As a key partner to business stakeholders and technology teams, the Director champions data-driven decision making and ensures that analytics initiatives align with business goals.


























AssetMark’s mission is centered around helping financial advisors make a difference in the lives of their clients. To help them do that, we aim to provide advisors with holistic support. We offer compelling technology that facilitates a better client experience, consulting services that ensure advisors’ businesses are running at their best and a comprehensive suite of investment solutions. AssetMark’s platform empowers advisors to provide the highest level of service possible to their clients.

AssetMark’s culture is driven by our mission and connected by our values; Heart, Integrity, Excellence and Respect. You will join a team that lives these values every day by doing the best and what is right in all we do and encouraging different ideas for continual success and innovation. Additionally, we offer a wide range of benefits to meet the needs of our team members and their families.




As an Equal Opportunity Employer, AssetMark is committed to building a diverse and inclusive workplace where everyone feels valued.",0
"Director, Data Engineering (Data Platform)",AssetMark,"Charlotte, NC (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4318556990/?trk=flagship3_search_srp_jobs,"About the job
Job Description:

AssetMark is a leading strategic provider of innovative investment and consulting solutions serving independent financial advisors. We provide investment, relationship, and practice management solutions that advisors use in helping clients achieve wealth, independence, and purpose.

Theis a high-impact leadership role that bridges technical execution, architectural vision, and business strategy. This individual will serve as aresponsible for the end-to-end delivery and operational health of AssetMark’s data platform. The role includes direct management of data engineering teams and critical oversight of data governance, security, and the enablement of advanced analytics and AI/ML capabilities.

































AssetMark’s mission is centered around helping financial advisors make a difference in the lives of their clients. To help them do that, we aim to provide advisors with holistic support. We offer compelling technology that facilitates a better client experience, consulting services that ensure advisors’ businesses are running at their best and a comprehensive suite of investment solutions. AssetMark’s platform empowers advisors to provide the highest level of service possible to their clients.

AssetMark’s culture is driven by our mission and connected by our values; Heart, Integrity, Excellence and Respect. You will join a team that lives these values every day by doing the best and what is right in all we do and encouraging different ideas for continual success and innovation. Additionally, we offer a wide range of benefits to meet the needs of our team members and their families.




As an Equal Opportunity Employer, AssetMark is committed to building a diverse and inclusive workplace where everyone feels valued.",0
"Director, Data Engineering (Analytics Engineering)",AssetMark,"Charlotte, NC (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4314411345/?trk=flagship3_search_srp_jobs,"About the job
Job Description:

AssetMark is a leading strategic provider of innovative investment and consulting solutions serving independent financial advisors. We provide investment, relationship, and practice management solutions that advisors use in helping clients achieve wealth, independence, and purpose.

Theis a pivotal leadership role responsible for the design, governance, and delivery of the enterprise's. This role leads the function that transforms raw, integrated data into standardized, trustworthy assets used for reporting, business intelligence (BI), and strategic decision-making. The Director must possess strong technical expertise in modern analytics tools and proven leadership in aligning data solutions with critical business outcomes.































AssetMark’s mission is centered around helping financial advisors make a difference in the lives of their clients. To help them do that, we aim to provide advisors with holistic support. We offer compelling technology that facilitates a better client experience, consulting services that ensure advisors’ businesses are running at their best and a comprehensive suite of investment solutions. AssetMark’s platform empowers advisors to provide the highest level of service possible to their clients.

AssetMark’s culture is driven by our mission and connected by our values; Heart, Integrity, Excellence and Respect. You will join a team that lives these values every day by doing the best and what is right in all we do and encouraging different ideas for continual success and innovation. Additionally, we offer a wide range of benefits to meet the needs of our team members and their families.




As an Equal Opportunity Employer, AssetMark is committed to building a diverse and inclusive workplace where everyone feels valued.",0
Director of Advocacy,Aristotle,"Washington, DC (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4319037369/?eBP=NON_CHARGEABLE_CHANNEL&refId=JVa5aGqwtAXf8wkgpEj4Ow%3D%3D&trackingId=GRLHCYj9GYANO%2FisVaEc7w%3D%3D&trk=flagship3_search_srp_jobs,"About the job
As a Director of Advocacy, you will be responsible for managing and nurturing relationships with key stakeholders, including clients, partners, and community leaders, to promote our advocacy objectives. You will lead the development and implementation of strategic advocacy campaigns, leveraging your understanding of policy, public affairs, and stakeholder engagement to advance our mission.

Work with Aristotle's advocacy clients alongside the larger team to develop and implement strategic advocacy campaigns at the federal and state levels


Salary Range: $90k-$115k/year











All positions are Full-Time, with competitive compensation, medical benefits, paid vacation, 401k plan and stock options. Casual dress code and a non-corporate atmosphere make this a fun place to work and learn in a team environment. Please visit our website at www.aristotle.com.",0
Senior Director of Advocacy,Aristotle,"Washington, DC (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4319029742/?eBP=NON_CHARGEABLE_CHANNEL&refId=JVa5aGqwtAXf8wkgpEj4Ow%3D%3D&trackingId=B7FfmmuQkSFuRxBLZ9BFOg%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Develop and execute effective advocacy strategies that align with organizational goals and amplify our message to key audiences
Build and maintain strong relationships with clients, partners, policymakers, and other stakeholders to support advocacy efforts
Serve as a strategist for client accounts, and a thought leader in the advocacy community to help build Aristotle's brand amongst key stakeholders


Salary Range: $130k-$160k/year







All positions are Full-Time, with competitive compensation, medical benefits, paid vacation, 401k plan and stock options. Casual dress code and a non-corporate atmosphere make this a fun place to work and learn in a team environment. Please visit our website at www.aristotle.com.",1
"Vice President, AI and Data Integrations",Aristotle,"Los Angeles, CA (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4313300503/?eBP=NON_CHARGEABLE_CHANNEL&refId=JVa5aGqwtAXf8wkgpEj4Ow%3D%3D&trackingId=UNqhOr5BSwKKdUWEM0NB1w%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Join Our Team at Aristotle
Who We Are
Aristotle is a majority employee-owned investment management organization with offices in Los Angeles, Newport Beach, Boston, and Sarasota. We specialize in equity and fixed income portfolio management for institutional and advisory clients around the world. Our mission is to help clients achieve their long-term financial goals through active portfolio management and a research-driven investment framework. Aristotle attracts and retains talented investment professionals through a culture focused on research, investment management and client success.",0
Senior Director of Consulting and Client Relations,Aristotle,"Washington, DC (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4311787353/?eBP=NON_CHARGEABLE_CHANNEL&refId=JVa5aGqwtAXf8wkgpEj4Ow%3D%3D&trackingId=05kAN8M1ai3farXtWjrQ%2FA%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Aristotle is seeking a Senior Director of Consulting and Client Relations to join our Professional Services Division.

This role leads strategic campaign initiatives, manages high-profile clients, and drives division-wide growth. Responsibilities include overseeing multiple projects, ensuring operational excellence, and shaping long-term strategy in collaboration with senior leadership. Candidates should bring extensive experience in corporate or trade association settings, with a focus on Political Action Committees (PACs), advocacy programs, or related fields. Strong leadership, collaborative skills, and a proven record of advancing client success are essential.

Responsibilities:



Salary Range: $100k-$175k/year







All positions are Full-Time, with competitive compensation, medical benefits, paid vacation, 401k plan and stock options. Casual dress code and a non-corporate atmosphere make this a fun place to work and learn in a team environment. Please visit our website at www.aristotle.com.",1
Senior Director of Consulting and Client Relations,Aristotle,"Washington, DC (On-site)",N/A,https://www.linkedin.com/jobs/view/4319850908/?eBP=NON_CHARGEABLE_CHANNEL&refId=JVa5aGqwtAXf8wkgpEj4Ow%3D%3D&trackingId=CDiuNmq02lwQGo9ANq5JIA%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Aristotle is seeking a Senior Director of Consulting and Client Relations to join our Professional Services Division.

This role leads strategic campaign initiatives, manages high-profile clients, and drives division-wide growth. Responsibilities include overseeing multiple projects, ensuring operational excellence, and shaping long-term strategy in collaboration with senior leadership. Candidates should bring extensive experience in corporate or trade association settings, with a focus on Political Action Committees (PACs), advocacy programs, or related fields. Strong leadership, collaborative skills, and a proven record of advancing client success are essential.





Salary Range: $100k-$175k/year



All positions are Full-Time, with competitive compensation, medical benefits, paid vacation, 401k plan and stock options. Casual dress code and a non-corporate atmosphere make this a fun place to work and learn in a team environment. Please visit our website at www.aristotle.com.",1
Insurance Agency Owner/Protege,Farmers Insurance - District 18,"Brea, CA (On-site)",N/A,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=4300776935&eBP=CwEAAAGaN5_yzNW_J4zJymMDoVdi378L6hP5RP-8U3UoRzQFo-KlFJjIWtkkxKwRbHz16PJtcg58Rkw5M7Y8TuLNYOliV00vEOPH3ZWzTX96Nk3Cc7RmKBJ9eIx-2m019AN6LBv98hWs3uNePzFJeIY_ObVVC43JyG4YJxzBcOHCrdvoVht8i20sqUV5ojzAVRVQoV9ni7nY-hNt4SGAeA60LY8U5_Pu0a0pu9qpnkPaI6w3fmOmKEyP1zxf0O3mpqpej0hsMA9VIV4136DOZ50p4jKTpckthniOllwnmj51k1rDd_fJtTutCUyYqNCkekmujEPMZ1kSsWQeRdBgXAV6Peml6BTsFy7SaVhpbqdhEEAVEqAtGiDqs7CWFVbmYqgox2HVfWUZ-Ung_bKSGnarTmQ&refId=YJBa5IBKgtnm2agvzUIdAA%3D%3D&trackingId=IEoSGVJW11YYcfAt3QJ%2BUA%3D%3D,"About the job
Company Description
Farmers Insurance is a respected and recognized brand in the insurance industry, known for its commitment to service, strength, and integrity since 1928. At District 18, we help agents thrive in today’s fast-paced market. Based in San Dimas, District 18 supports over 50 insurance agents across Los Angeles, Orange County, and the Inland Empire. We specializing in Launching the next generation of business owners for one of the best Brands in the industry.

Role Description: Agency Owner
As an agency owner you will develop a customer base using the latest marketing trends and developing your personal brand in your community to ensure you grow your revenue. You will lead a team of sales and service people and manage a budget of up to 1M a year to ensure growth. This role is very lucrative for the right individual.

Role Description: Protege
The Farmers Insurance Protégé Program is a comprehensive training and development opportunity designed to prepare motivated individuals to become successful Farmers Insurance Agency Owners. This program provides hands-on experience in all aspects of running an insurance agency while receiving mentorship from an established agent.


Qualifications
Possess skills in Insurance Sales, Insurance, and Insurance Brokerage
Experience in Finance-related tasks
Strong Ethics and Compliance management
Strong Customer Service skills
Excellent communication and interpersonal skills
Ability to work independently and as a leader of a team
Relevant experience in the insurance industry is a plus
Bachelor's degree in Business, Finance, or a related field is preferred but not required",0
