Job Title,Company,Location,Posted Date,Job URL,Description
Complex Director - Rochester/Buffalo NY,Janney Montgomery Scott LLC,"Williamsville, NY",N/A,https://www.linkedin.com/jobs/view/4331736873/?eBP=NON_CHARGEABLE_CHANNEL&refId=PDryB29vHXWcWDVULAjnVw%3D%3D&trackingId=R4QB2OR3YBH9ln%2FNTZTkRQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Janney is an award-winning full-service financial services firm committed to understanding our clients' needs and providing advice beyond investments. We are equally committed to building a diverse workforce and inclusive culture where employees can use their talents to thrive and grow professionally with the firm.

Reporting to the Northern Regional Director and as a key member of Janney’s Private Client Group (PCG)’s senior leadership team, the Complex Director will play a pivotal role in developing the Rochester/Buffalo and potentially other markets in upstate New York recruiting Financial Advisors into an advisor centric culture and service model. This individual will communicate all aspects of Janney’s platform to potential recruits and collaborate with various internal departments in the corporate office around Financial Advisor needs and expectations. A key objective of this role will be to identify and recruit new Financial Advisors as well as collaborate with the Regional Director and complex Branch Leaders to build and maintain relationships with Financial Advisors, increase Financial Advisor productivity through teaming, net new asset growth, financial planning penetration, and fiduciary platform utilization.















Benefits: Janney believes that its employees are the key to what makes a great company. Although work makes up a large portion of an employee’s life, we believe that a balance between work and non-work activities is essential to maintain quality performance and a positive work atmosphere. We offer a competitive package including Paid Parental Leave, generous Paid Time Off, eligibility for a $2,000 referral bonus and Professional Development Assistance Plan designed to help you make the most of your life at work and at home—today and in the future. Explore further.

Janney is an award-winning full-service financial services firm committed to understanding our clients' needs and providing advice beyond investments. We are equally committed to building a diverse workforce and inclusive culture where employees can use their talents to thrive and grow professionally with the firm. Attracting, hiring, and retaining diverse talent is a priority for the firm. We succeed because of the people who choose



Janney is an equal opportunity employer and makes employment decisions on the basis of merit and business needs."
Complex Director - Rochester/Buffalo NY,Janney Montgomery Scott LLC,"Williamsville, NY",N/A,https://www.linkedin.com/jobs/view/4226026034/?eBP=NON_CHARGEABLE_CHANNEL&refId=PDryB29vHXWcWDVULAjnVw%3D%3D&trackingId=A56n6Q%2BgYcyX2FGepc8%2FLA%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Janney is an award-winning full-service financial services firm committed to understanding our clients' needs and providing advice beyond investments. We are equally committed to building a diverse workforce and inclusive culture where employees can use their talents to thrive and grow professionally with the firm.

Reporting to the Northern Regional Director and as a key member of Janney’s Private Client Group (PCG)’s senior leadership team, the Complex Director will play a pivotal role in developing the Rochester/Buffalo and potentially other markets in upstate New York recruiting Financial Advisors into an advisor centric culture and service model. This individual will communicate all aspects of Janney’s platform to potential recruits and collaborate with various internal departments in the corporate office around Financial Advisor needs and expectations. A key objective of this role will be to identify and recruit new Financial Advisors as well as collaborate with the Regional Director and complex Branch Leaders to build and maintain relationships with Financial Advisors, increase Financial Advisor productivity through teaming, net new asset growth, financial planning penetration, and fiduciary platform utilization.















Benefits: Janney believes that its employees are the key to what makes a great company. Although work makes up a large portion of an employee’s life, we believe that a balance between work and non-work activities is essential to maintain quality performance and a positive work atmosphere. We offer a competitive package including Paid Parental Leave, generous Paid Time Off, eligibility for a $2,000 referral bonus and Professional Development Assistance Plan designed to help you make the most of your life at work and at home—today and in the future. Explore further.

Janney is an award-winning full-service financial services firm committed to understanding our clients' needs and providing advice beyond investments. We are equally committed to building a diverse workforce and inclusive culture where employees can use their talents to thrive and grow professionally with the firm. Attracting, hiring, and retaining diverse talent is a priority for the firm. We succeed because of the people who choose



Janney is dedicated to promoting and supporting diversity within our workplace. We provide an environment that promotes respect, integrity, teamwork, achievement and acceptance regardless of age, disability, education, gender, gender expression, gender identity, job level, marital status, military status, national origin, parental status, pregnancy, race, religion, sexual orientation, socioeconomic status, or other protected factors. Janney is committed to equal employment opportunities and providing reasonable accommodations to applicants with physical and/or mental disabilities."
"Director, Family Office Solutions",Northern Trust,"Miami, FL (On-site)",N/A,https://www.linkedin.com/jobs/view/4287167050/?eBP=NON_CHARGEABLE_CHANNEL&refId=MJ48NOk3FkQTEDHq%2F0LNaA%3D%3D&trackingId=SFLY9BHOgmqd9ziyID5r5A%3D%3D&trk=flagship3_search_srp_jobs,"About the job
About Northern Trust

Northern Trust, a Fortune 500 company, is a globally recognized, award-winning financial institution that has been in continuous operation since 1889.

Northern Trust is proud to provide innovative financial services and guidance to the world’s most successful individuals, families, and institutions by remaining true to our enduring principles of service, expertise, and integrity. With more than 130 years of financial experience and over 22,000 partners, we serve the world’s most sophisticated clients using leading technology and exceptional service.



OH: R145845

We are open to filling this position in ouror

Develops new business in the ultra-high net worth (UHNW) space. Manages a client base comprised of existing, and prospective UHNW clients. Oversees the retention and growth of assigned client group, through a defined, structured, consistent service and sales model. Provides advice-driven solutions that solidify current relationships, while finding, exploring and capturing additional opportunities.



The successful candidate will benefit from having the following competencies:





As a Northern Trust partner, greater achievements await. You will be part of a flexible and collaborative work culture in an organization where financial strength and stability is an asset that emboldens us to explore new ideas.

Movement within the organization is encouraged, senior leaders are accessible, and you can take pride in working for a company committed to assisting the communities we serve! Join a workplace with a greater purpose.

We’d love to learn more about how your interests and experience could be a fit with one of the world’s most admired and sustainable companies! Build your career with us and apply today. #MadeForGreater



Northern Trust is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation for any part of the employment process, please email our HR Service Center at MyHRHelp@ntrs.com.

We hope you’re excited about the role and the opportunity to work with us. We value an inclusive workplace and understand flexibility means different things to different people.

Apply today and talk to us about your flexible working requirements and together we can achieve greater."
Wealth Strategist/ Client Development Sales Director,Northern Trust,"Los Angeles, CA (On-site)",N/A,https://www.linkedin.com/jobs/view/3962386802/?eBP=NON_CHARGEABLE_CHANNEL&refId=MJ48NOk3FkQTEDHq%2F0LNaA%3D%3D&trackingId=y8UoPi0bt3V10f%2Fcx1scug%3D%3D&trk=flagship3_search_srp_jobs,"About the job
About Northern Trust:

Northern Trust, a Fortune 500 company, is a globally recognized, award-winning financial institution that has been in continuous operation since 1889.

Northern Trust is proud to provide innovative financial services and guidance to the world’s most successful individuals, families, and institutions by remaining true to our enduring principles of service, expertise, and integrity. With more than 130 years of financial experience and over 22,000 partners, we serve the world’s most sophisticated clients using leading technology and exceptional service.

At Northern Trust, our Wealth Strategist position is a key business development sales role to support our growth. Wealth Strategists are responsible for cultivating new relationships with individuals, families, non-profit institutions, and other entities. This is a client development sales executive role.

As a senior member of the Northern Trust team, you will oversee new client development, solutions sales strategy, and execution of our goals-driven approach to wealth management planning. With the support of our local team of specialists and national resources, you will identify prospective clients, share Northern Trust capabilities in conversations and meetings, and follow through to convert prospects to clients. You will also manage the transition of ongoing client contact and account management to the appropriate teams within Northern Trust to encourage the enhancement and expansion of existing relationships. As a local brand ambassador in the community, you will actively engage as a leader for local civic and philanthropic organizations.











Northern Trust provides innovative financial services and guidance to corporations, institutions and affluent families and individuals globally. With 135 years of financial experience and more than 20,000 employees, we provide exceptional service to the world’s most sophisticated and unique clients using leading technology and our goals-driven wealth management approach.



As a Northern Trust employee, you will be part of a flexible and collaborative work culture, which has a strong history of financial strength and stability grounded in our principles of service, integrity and expertise. We encourage movement within the organization, our senior leaders are accessible, and you can take pride in working for a company that is committed to strengthening the communities we serve!

We look forward to learning more about how your interests and experience could align with this role as part of one of the world’s most admired and ethical companies. Build your career with us and apply today.



$200,000 - 225,000 USD





As a Northern Trust partner, greater achievements await. You will be part of a flexible and collaborative work culture in an organization where financial strength and stability is an asset that emboldens us to explore new ideas.

Movement within the organization is encouraged, senior leaders are accessible, and you can take pride in working for a company committed to assisting the communities we serve! Join a workplace with a greater purpose.

We’d love to learn more about how your interests and experience could be a fit with one of the world’s most admired and sustainable companies! Build your career with us and apply today. #MadeForGreater



Northern Trust is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation for any part of the employment process, please email our HR Service Center at MyHRHelp@ntrs.com.

We hope you’re excited about the role and the opportunity to work with us. We value an inclusive workplace and understand flexibility means different things to different people.

Apply today and talk to us about your flexible working requirements and together we can achieve greater."
Wealth Strategist/ Client Development Sales Director,Northern Trust,"Los Angeles, CA (On-site)",N/A,https://www.linkedin.com/jobs/view/4181929330/?eBP=NON_CHARGEABLE_CHANNEL&refId=MJ48NOk3FkQTEDHq%2F0LNaA%3D%3D&trackingId=UBN8aj6WQjexKdKmCuKrRQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
About Northern Trust:

Northern Trust, a Fortune 500 company, is a globally recognized, award-winning financial institution that has been in continuous operation since 1889.

Northern Trust is proud to provide innovative financial services and guidance to the world’s most successful individuals, families, and institutions by remaining true to our enduring principles of service, expertise, and integrity. With more than 130 years of financial experience and over 22,000 partners, we serve the world’s most sophisticated clients using leading technology and exceptional service.

At Northern Trust, our Wealth Strategist position is a key business development sales role to support our growth. Wealth Strategists are responsible for cultivating new relationships with individuals, families, non-profit institutions, and other entities. This is a client development sales executive role.

As a senior member of the Northern Trust team, you will oversee new client development, solutions sales strategy, and execution of our goals-driven approach to wealth management planning. With the support of our local team of specialists and national resources, you will identify prospective clients, share Northern Trust capabilities in conversations and meetings, and follow through to convert prospects to clients. You will also manage the transition of ongoing client contact and account management to the appropriate teams within Northern Trust to encourage the enhancement and expansion of existing relationships. As a local brand ambassador in the community, you will actively engage as a leader for local civic and philanthropic organizations.











Northern Trust provides innovative financial services and guidance to corporations, institutions and affluent families and individuals globally. With 135 years of financial experience and more than 20,000 employees, we provide exceptional service to the world’s most sophisticated and unique clients using leading technology and our goals-driven wealth management approach.



As a Northern Trust employee, you will be part of a flexible and collaborative work culture, which has a strong history of financial strength and stability grounded in our principles of service, integrity and expertise. We encourage movement within the organization, our senior leaders are accessible, and you can take pride in working for a company that is committed to strengthening the communities we serve!

We look forward to learning more about how your interests and experience could align with this role as part of one of the world’s most admired and ethical companies. Build your career with us and apply today.



Base salary $185,000-$225,000





As a Northern Trust partner, greater achievements await. You will be part of a flexible and collaborative work culture in an organization where financial strength and stability is an asset that emboldens us to explore new ideas.

Movement within the organization is encouraged, senior leaders are accessible, and you can take pride in working for a company committed to assisting the communities we serve! Join a workplace with a greater purpose.

We’d love to learn more about how your interests and experience could be a fit with one of the world’s most admired and sustainable companies! Build your career with us and apply today. #MadeForGreater



Northern Trust is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation for any part of the employment process, please email our HR Service Center at MyHRHelp@ntrs.com.

We hope you’re excited about the role and the opportunity to work with us. We value an inclusive workplace and understand flexibility means different things to different people.

Apply today and talk to us about your flexible working requirements and together we can achieve greater."
Wealth Strategist - Client Development Sales Executive,Northern Trust,"Las Vegas, NV (On-site)",N/A,https://www.linkedin.com/jobs/view/4312212619/?eBP=NON_CHARGEABLE_CHANNEL&refId=MJ48NOk3FkQTEDHq%2F0LNaA%3D%3D&trackingId=Z5PACc0w%2B5EJLJwlT58iwQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
About Northern Trust:

Northern Trust, a Fortune 500 company, is a globally recognized, award-winning financial institution that has been in continuous operation since 1889.

Northern Trust is proud to provide innovative financial services and guidance to the world’s most successful individuals, families, and institutions by remaining true to our enduring principles of service, expertise, and integrity. With more than 130 years of financial experience and over 22,000 partners, we serve the world’s most sophisticated clients using leading technology and exceptional service.

At Northern Trust, our Wealth Strategist position is a key business development sales role to support our growth. Wealth Strategists are responsible for cultivating new relationships with individuals, families, non-profit institutions, and other entities. This is a client development sales executive role.

As a senior member of the Northern Trust team, you will oversee new client development, solutions sales strategy, and execution of our goals-driven approach to wealth management planning. With the support of our local team of specialists and national resources, you will identify prospective clients, share Northern Trust capabilities in conversations and meetings, and follow through to convert prospects to clients. You will also manage the transition of ongoing client contact and account management to the appropriate teams within Northern Trust to encourage the enhancement and expansion of existing relationships. As a local brand ambassador in the community, you will actively engage as a leader for local civic and philanthropic organizations.











Northern Trust provides innovative financial services and guidance to corporations, institutions and affluent families and individuals globally. With 135 years of financial experience and more than 20,000 employees, we provide exceptional service to the world’s most sophisticated and unique clients using leading technology and our goals-driven wealth management approach.



As a Northern Trust employee, you will be part of a flexible and collaborative work culture, which has a strong history of financial strength and stability grounded in our principles of service, integrity and expertise. We encourage movement within the organization, our senior leaders are accessible, and you can take pride in working for a company that is committed to strengthening the communities we serve!

We look forward to learning more about how your interests and experience could align with this role as part of one of the world’s most admired and ethical companies. Build your career with us and apply today.



As a Northern Trust partner, greater achievements await. You will be part of a flexible and collaborative work culture in an organization where financial strength and stability is an asset that emboldens us to explore new ideas.

Movement within the organization is encouraged, senior leaders are accessible, and you can take pride in working for a company committed to assisting the communities we serve! Join a workplace with a greater purpose.

We’d love to learn more about how your interests and experience could be a fit with one of the world’s most admired and sustainable companies! Build your career with us and apply today. #MadeForGreater



Northern Trust is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation for any part of the employment process, please email our HR Service Center at MyHRHelp@ntrs.com.

We hope you’re excited about the role and the opportunity to work with us. We value an inclusive workplace and understand flexibility means different things to different people.

Apply today and talk to us about your flexible working requirements and together we can achieve greater."
"Practice Executive Investments, Global Family Office",Northern Trust,N/A,N/A,https://www.linkedin.com/jobs/view/4258127984/?eBP=NON_CHARGEABLE_CHANNEL&refId=MJ48NOk3FkQTEDHq%2F0LNaA%3D%3D&trackingId=D8jxhjJzQHDrt%2BRdX4wEsg%3D%3D&trk=flagship3_search_srp_jobs,"About the job
About Northern Trust

Northern Trust, a Fortune 500 company, is a globally recognized, award-winning financial institution that has been in continuous operation since 1889.

Northern Trust is proud to provide innovative financial services and guidance to the world’s most successful individuals, families, and institutions by remaining true to our enduring principles of service, expertise, and integrity. With more than 130 years of financial experience and over 22,000 partners, we serve the world’s most sophisticated clients using leading technology and exceptional service.













Success developing and executing long-term functional strategy to achieve key business objectives.





$250,000-415,000





As a Northern Trust partner, greater achievements await. You will be part of a flexible and collaborative work culture in an organization where financial strength and stability is an asset that emboldens us to explore new ideas.

Movement within the organization is encouraged, senior leaders are accessible, and you can take pride in working for a company committed to assisting the communities we serve! Join a workplace with a greater purpose.

We’d love to learn more about how your interests and experience could be a fit with one of the world’s most admired and sustainable companies! Build your career with us and apply today. #MadeForGreater



Northern Trust is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation for any part of the employment process, please email our HR Service Center at MyHRHelp@ntrs.com.

We hope you’re excited about the role and the opportunity to work with us. We value an inclusive workplace and understand flexibility means different things to different people.

Apply today and talk to us about your flexible working requirements and together we can achieve greater."
Senior Wealth Strategist / Client Development Sales Executive,Northern Trust,"New York, NY (On-site)",N/A,https://www.linkedin.com/jobs/view/4318412882/?eBP=NON_CHARGEABLE_CHANNEL&refId=MJ48NOk3FkQTEDHq%2F0LNaA%3D%3D&trackingId=JcybHDMDkgx6OcFg8OGOew%3D%3D&trk=flagship3_search_srp_jobs,"About the job
About Northern Trust

Northern Trust, a Fortune 500 company, is a globally recognized, award-winning financial institution that has been in continuous operation since 1889.

Northern Trust is proud to provide innovative financial services and guidance to the world’s most successful individuals, families, and institutions by remaining true to our enduring principles of service, expertise, and integrity. With more than 130 years of financial experience and over 22,000 partners, we serve the world’s most sophisticated clients using leading technology and exceptional service.



At Northern Trust, our Wealth Strategist position is a key business development sales role to support our growth. Wealth Strategists are responsible for cultivating new relationships with individuals, families, non-profit institutions, and other entities. This is a client development sales executive role.

As a senior member of the Northern Trust team, you will oversee new client development, solutions sales strategy, and execution of our goals-driven approach to wealth management planning. With the support of our local team of specialists and national resources, you will identify prospective clients, share Northern Trust capabilities in conversations and meetings, and follow through to convert prospects to clients. You will also manage the transition of ongoing client contact and account management to the appropriate teams within Northern Trust to encourage the enhancement and expansion of existing relationships. As a local brand ambassador in the community, you will actively engage as a leader for local civic and philanthropic organizations.











$141,910 - 276,460 USD





As a Northern Trust partner, greater achievements await. You will be part of a flexible and collaborative work culture in an organization where financial strength and stability is an asset that emboldens us to explore new ideas.

Movement within the organization is encouraged, senior leaders are accessible, and you can take pride in working for a company committed to assisting the communities we serve! Join a workplace with a greater purpose.

We’d love to learn more about how your interests and experience could be a fit with one of the world’s most admired and sustainable companies! Build your career with us and apply today. #MadeForGreater



Northern Trust is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation for any part of the employment process, please email our HR Service Center at MyHRHelp@ntrs.com.

We hope you’re excited about the role and the opportunity to work with us. We value an inclusive workplace and understand flexibility means different things to different people.

Apply today and talk to us about your flexible working requirements and together we can achieve greater."
Sr. Director Authentication & CIAM,Northern Trust,"Tempe, AZ (On-site)",N/A,https://www.linkedin.com/jobs/view/4312218796/?eBP=NON_CHARGEABLE_CHANNEL&refId=MJ48NOk3FkQTEDHq%2F0LNaA%3D%3D&trackingId=OFSAXrd7vFB%2BsgConIqj6A%3D%3D&trk=flagship3_search_srp_jobs,"About the job
About Northern Trust

Northern Trust, a Fortune 500 company, is a globally recognized, award-winning financial institution that has been in continuous operation since 1889.

Northern Trust is proud to provide innovative financial services and guidance to the world’s most successful individuals, families, and institutions by remaining true to our enduring principles of service, expertise, and integrity. With more than 130 years of financial experience and over 22,000 partners, we serve the world’s most sophisticated clients using leading technology and exceptional service.

The function of the Sr Director, Authentication (IAA) and Client Identity and Access Management (CIAM) role will be to define and implement a management framework for the enterprise authentication and authorization security systems of Northern Trust as well as all client identity systems and lifecycle management. The role will report to the Global Head of Identity and Access Management (IAM), ensuring formulation and execution of strategic roadmaps related to 1st line of defense IAM governance practices. The role will also be responsible for Workforce and client governance policies, standards and control adherence and serve as principal partner in strengthening and maintaining productive alliances with 2nd and 3rd line of defense challenge teams. Additionally, this position will manage a team that will align with business, technology, information security and other corporate teams to establish and strengthen adoption of identity practices, standards and controls. As a primary IAM and CIAM leader, the selected candidate will partner with enterprise architecture, engineering, operations and program teams to ensure that the IAA and CIAM strategies and roadmaps are in alignment with other IAM capabilities and towers of work.














$195,415 - 342,095 USD





As a Northern Trust partner, greater achievements await. You will be part of a flexible and collaborative work culture in an organization where financial strength and stability is an asset that emboldens us to explore new ideas.

Movement within the organization is encouraged, senior leaders are accessible, and you can take pride in working for a company committed to assisting the communities we serve! Join a workplace with a greater purpose.

We’d love to learn more about how your interests and experience could be a fit with one of the world’s most admired and sustainable companies! Build your career with us and apply today. #MadeForGreater



Northern Trust is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation for any part of the employment process, please email our HR Service Center at MyHRHelp@ntrs.com.

We hope you’re excited about the role and the opportunity to work with us. We value an inclusive workplace and understand flexibility means different things to different people.

Apply today and talk to us about your flexible working requirements and together we can achieve greater."
Senior Account Executive - North,SEI,"New York, NY (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4293950709/?trk=flagship3_search_srp_jobs,"About the job
Are you a hunter who thrives on opening doors and closing new business? Do you combine relentless drive with humility, curiosity, and the ability to collaborate across teams? If so, we want to meet you.
We’re growing fast and looking for a Senior Account Executive to lead new logo acquisition across mid-market accounts. You’ll be part of a collaborative, performance-driven team that’s transforming how organizations manage their data center infrastructure through third-party maintenance (TPM) solutions.
What You Will Do:"
Business Development Director,SEI,"Oaks, PA (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4308767386/?trk=flagship3_search_srp_jobs,"About the job
SEI’s Wealth Advisor business is growing the Client Team to continue to accelerate business growth. To support this expansion, SEI is seeking a qualified Business Development Director to join the team.

In this high-profile and high-visibility business development role, you will be the most prominent client- and prospective-client-facing individual for the Registered Investment Adviser (RIA) business’ new client relationships—responsible for new firm acquisition, onboarding, and activation, as well as territory management, predominantly for SEC-registered RIAs—to drive the continued growth of assets and relationships in the RIA channel of SEI’s Wealth Advisor business. To ensure success, you should carry deep experience and advanced knowledge of the advisor market, particularly in the RIA channel.

This is an ideal opportunity for an accomplished sales professional who is passionate about influencing change and managing complex relationships, and whose business development, consulting and buyer-influencing skills will continue to expand long-lasting client partnerships.

This role reports to the Managing Director of the RIA Channel and works directly with a dedicated Client Experience Associate and cross-functionally across the Sales, Marketing, Product and Service organizations of the business. Together, you will be responsible for territory growth goals and overseeing the totality of business development, relationship management, account management, and experience for advisor-client firms in the SEC-registered RIA segment of the market.















To help you stay energized, engaged and inspired, we offer a wide range of benefits including comprehensive care for your physical and mental well-being, a strong retirement plan, tuition reimbursement, a hybrid working environment for most roles, support for working parents and flexible Paid Time Off (PTO) so you can relax, recharge and be there for the people you care about.

Benefits include healthcare (medical, dental, vision, prescription, wellness, EAP, FSA), life and disability insurance (premiums paid for base coverage), 401(k) match, education assistance, commuter benefits, up to 11 paid holidays/year, 21 days PTO/year pro-rated for new hires which increases over time, paid parental leave, back-up childcare arrangements, paid volunteer days, a discounted stock purchase plan, investment options, access to thriving employee networks and more.

We are a technology and asset management company delivering on our promise of building brave futures (SM)—for our clients, our communities, and ourselves. Come build your brave future at SEI.



After over 50 years in business, SEI remains a leading global provider of investment processing, investment management, and investment operations solutions. Reflecting our experience within financial services and financial technology our offices encompass an open floor plan and numerous art installations designed to encourage innovation and creativity in our workforce. We recognize that our people are our most valuable asset and that a healthy, happy, and motivated workforce is key to our continued growth. At SEI, we’re (literally) invested in your success. We offer our employees paid parental leave, back-up childcare arrangements, paid volunteer days, education assistance and access to thriving employee networks.

SEI is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability status, protected veteran status, or any other characteristic protected by law.



SEI acknowledges the growing integration of artificial intelligence (AI) tools into individuals’ personal and professional lives. If you intend to incorporate the use of any AI tools at any stage of the application and/or interview process,."
Senior Account Executive - North,SEI,"Hartford, CT (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4316964453/?trk=flagship3_search_srp_jobs,"About the job
Are you a hunter who thrives on opening doors and closing new business? Do you combine relentless drive with humility, curiosity, and the ability to collaborate across teams? If so, we want to meet you.
We’re growing fast and looking for a Senior Account Executive to lead new logo acquisition across mid-market accounts. You’ll be part of a collaborative, performance-driven team that’s transforming how organizations manage their data center infrastructure through third-party maintenance (TPM) solutions.
What You Will Do:"
"Director, Private Equity Funds (Fund Accounting)",SEI,"Oaks, PA (On-site)",N/A,https://www.linkedin.com/jobs/view/4311495019/?trk=flagship3_search_srp_jobs,"About the job
The Investment Manager Services Division (IMS) at SEI is growing rapidly and is seeking new members on our Alternative Investment Funds Fund Accountant Team. Our primary goal is to provide exceptional customer service and accounting and administration servicing for our clients’ assigned hedge and private equity funds.

As a Fund Accounting Director, you will be responsible for the day-to-day delivery of premium accounting services to the internal and external clients connected to the Director’s bundle of service relationships (i.e., responsibility and authority over the day-to-day tactical accounting operations management related to those client relationships). These responsibilities are to be carried out in a manner consistent with the vision, goals and policies of the unit. You will have operational ownership and leadership for a bundle of service relationships and will be expected to work with the unit’s Senior Operations Officers, other Fund Accounting and Administration Directors and other unit personnel, the SEI Solutions Team, other SEI market units, external clients, auditors and vendors to coordinate, facilitate and execute on the delivery of a cost-focused, efficient, standardized and predictable service to the respective marketplace.

You will also be responsible for directing the overall operations functions, including all aspects of transaction initiation and service requests via multiple channels, and training through the supervision of managers and supervisors to ensure the highest quality service to SEI’s clients. You will oversee and be responsible for developing and implementing procedures for maintaining and/or enhancing client service and quality and for improving operational efficiency. You will be responsible for formulating and/or implementing operations policies and procedures to facilitate processes according to corporate standards.





































To help you stay energized, engaged and inspired, we offer a wide range of benefits including comprehensive care for your physical and mental well-being, a strong retirement plan, tuition reimbursement, a hybrid working environment for most roles, support for working parents and flexible Paid Time Off (PTO) so you can relax, recharge and be there for the people you care about.

Benefits include healthcare (medical, dental, vision, prescription, wellness, EAP, FSA), life and disability insurance (premiums paid for base coverage), 401(k) match, education assistance, commuter benefits, up to 11 paid holidays/year, 21 days PTO/year pro-rated for new hires which increases over time, paid parental leave, back-up childcare arrangements, paid volunteer days, a discounted stock purchase plan, investment options, access to thriving employee networks and more.

We are a technology and asset management company delivering on our promise of building brave futures (SM)—for our clients, our communities, and ourselves. Come build your brave future at SEI.



After over 50 years in business, SEI remains a leading global provider of investment processing, investment management, and investment operations solutions. Reflecting our experience within financial services and financial technology our offices encompass an open floor plan and numerous art installations designed to encourage innovation and creativity in our workforce. We recognize that our people are our most valuable asset and that a healthy, happy, and motivated workforce is key to our continued growth. At SEI, we’re (literally) invested in your success. We offer our employees paid parental leave, back-up childcare arrangements, paid volunteer days, education assistance and access to thriving employee networks.

SEI is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability status, protected veteran status, or any other characteristic protected by law.



SEI acknowledges the growing integration of artificial intelligence (AI) tools into individuals’ personal and professional lives. If you intend to incorporate the use of any AI tools at any stage of the application and/or interview process,."
"Director, Fund Accounting (Private Credit Investments)",SEI,"Oaks, PA (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4312419849/?trk=flagship3_search_srp_jobs,"About the job
The Investment Manager Services Division (IMS) at SEI is growing rapidly and is seeking new members on our Alternative Investment Funds Fund Accountant Team. Our primary goal is to provide exceptional customer service and accounting and administration servicing for our clients’ assigned hedge and private equity funds. As Director, Alternative Investment funds you will be responsible for the day-to-day delivery of premium accounting services to the internal and external clients connected to the Director’s bundle of service relationships (i.e., responsibility and authority over the day-to-day tactical accounting operations management related to those client relationships). These responsibilities are to be carried out in a manner consistent with the vision, goals and policies of the unit. You will have operational ownership and leadership for a bundle of service relationships and will be expected to work with the unit’s Senior Operations Officers, other Fund Accounting and Administration Directors and other unit personnel, the SEI Solutions Team, other SEI market units, external clients, auditors and vendors to coordinate, facilitate and execute on the delivery of a cost-focused, efficient, standardized and predictable service to the respective marketplace.

You will also be responsible for directing the overall operations functions, including all aspects of transaction initiation and service requests via multiple channels, and training through the supervision of managers and supervisors to ensure the highest quality service to SEI’s clients. You will oversee and be responsible for developing and implementing procedures for maintaining and/or enhancing client service and quality and for improving operational efficiency. You will be responsible for formulating and/or implementing operations policies and procedures to facilitate processes according to corporate standards.

This position will be based in Oaks with travel.



What you will do:





























The base salary pay for this role is $145,000 - $225,000 per year. This position will also be eligible to earn a discretionary bonus each year, subject to company approval.







To help you stay energized, engaged and inspired, we offer a wide range of benefits including comprehensive care for your physical and mental well-being, a strong retirement plan, tuition reimbursement, a hybrid working environment for most roles, support for working parents and flexible Paid Time Off (PTO) so you can relax, recharge and be there for the people you care about.

Benefits include healthcare (medical, dental, vision, prescription, wellness, EAP, FSA), life and disability insurance (premiums paid for base coverage), 401(k) match, education assistance, commuter benefits, up to 11 paid holidays/year, 21 days PTO/year pro-rated for new hires which increases over time, paid parental leave, back-up childcare arrangements, paid volunteer days, a discounted stock purchase plan, investment options, access to thriving employee networks and more.

We are a technology and asset management company delivering on our promise of building brave futures (SM)—for our clients, our communities, and ourselves. Come build your brave future at SEI.



After over 50 years in business, SEI remains a leading global provider of investment processing, investment management, and investment operations solutions. Reflecting our experience within financial services and financial technology our offices encompass an open floor plan and numerous art installations designed to encourage innovation and creativity in our workforce. We recognize that our people are our most valuable asset and that a healthy, happy, and motivated workforce is key to our continued growth. At SEI, we’re (literally) invested in your success. We offer our employees paid parental leave, back-up childcare arrangements, paid volunteer days, education assistance and access to thriving employee networks.

SEI is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability status, protected veteran status, or any other characteristic protected by law.



SEI acknowledges the growing integration of artificial intelligence (AI) tools into individuals’ personal and professional lives. If you intend to incorporate the use of any AI tools at any stage of the application and/or interview process,."
